,pred
2642,219737.48423587542
2643,259235.5352466971
2644,130546.47009635504
2645,130404.86999769544
2646,264644.8904868772
2647,233775.65878715436
2648,129106.06441038098
2649,98835.61708742207
2650,109114.40975324914
2651,237849.3917000575
2652,320680.47223148675
2653,331822.9131380954
2654,226615.84521645211
2655,189654.03262732673
2656,207860.33754645556
2657,145921.78847404468
2658,145883.8137576865
2659,314624.2347297193
2660,210088.0694045447
2661,229957.29664381713
2662,160352.1798404502
2663,157394.81261305866
2664,178605.3932705652
2665,132123.96087169746
2666,126551.58574215049
2667,277788.160078415
2668,250034.14173457547
2669,261911.9658882211
2670,196344.90974849675
2671,124669.22352972621
2672,230074.33608271717
2673,160270.0260984125
2674,277968.67755370925
2675,68281.41095744459
2676,189899.5520883003
2677,216919.4364492301
2678,367949.2747080714
2679,177659.3969581798
2680,171539.04834977887
2681,183324.14551352375
2682,323068.3031934797
2683,258533.47536441844
2684,169428.98215272915
2685,138279.8161956038
2686,377696.50142040406
2687,174861.01855667197
2688,169461.4604947969
2689,144859.71443127174
2690,124113.82728286441
2691,222257.84173359664
2692,431542.96614520525
2693,85386.4307140432
2694,188189.01838363364
2695,364967.2911079601
2696,175579.99823398914
2697,243119.2192338708
2698,279403.7564197688
2699,188171.2161844732
2700,157648.33434858255
2701,214474.050559438
2702,274052.7080919089
2703,185349.99724795096
2704,223834.06769810081
2705,200319.6350949634
2706,126665.51199611416
2707,159388.77316502776
2708,305863.01504581724
2709,260967.64792189904
2710,164077.6858177865
2711,163268.2820266713
2712,152710.95945409735
2713,337251.9753303901
2714,202818.73392631277
2715,205476.79884597522
2716,215094.73918142932
2717,70036.69561158205
2718,167796.02624246053
2719,140768.91465343407
2720,141590.08642789122
2721,236545.48077241608
2722,404234.3924093314
2723,183006.50667778708
2724,289518.63996776036
2725,268845.68449695647
2726,141849.12363273193
2727,166297.2083112618
2728,198649.08271604206
2729,179069.8562283794
2730,125194.621015699
2731,143442.6054714162
2732,141144.3801924775
2733,183921.3724167528
2734,201024.7993588232
2735,221318.65142162898
2736,278151.6249552531
2737,153121.71868550882
2738,239472.96846369936
2739,207616.85233986695
2740,227558.07387934357
2741,190589.04527656964
2742,250979.23844126015
2743,161925.26577270258
2744,166099.08304677834
2745,203634.16239042277
2746,175698.06872816588
2747,123620.07722613646
2748,133592.24640311103
2749,134274.72153785962
2750,222607.0349896477
2751,344968.0183041245
2752,150767.705140157
2753,195125.00947841763
2754,85939.75269009032
2755,169909.00002673335
2756,173575.02275148185
2757,327960.9466492979
2758,232849.825570412
2759,248637.9195769945
2760,156185.7094094742
2761,403022.96885718784
2762,211693.64788463316
2763,206828.79208098876
2764,265373.8101818747
2765,310620.8362691098
2766,254242.52019691162
2767,168948.58181524777
2768,149120.57856575435
2769,211110.40006414105
2770,205830.1621524351
2771,327092.69563479477
2772,310816.1482441546
2773,255613.3282898985
2774,170375.19255699046
2775,125823.79746216554
2776,432364.8860392809
2777,162566.86806252121
2778,183472.15574326002
2779,196033.0605480605
2780,150304.6236960676
2781,171757.60373822728
2782,234420.9247420478
2783,160827.9336525512
2784,243719.16146601047
2785,438605.46404318215
2786,238260.76644225197
2787,200184.3254306455
2788,147220.74739997942
2789,184698.35382561377
2790,197953.40384546245
2791,294655.47184098314
2792,174616.132687342
2793,129473.82298448533
2794,180738.48531258648
2795,142052.15777547722
2796,196580.10434752956
2797,213170.81843969424
2798,259377.12541001622
2799,142037.65474668625
2800,192418.7015246404
2801,145062.35872972783
2802,223015.23038890774
2803,329794.2500490398
2804,370390.892000347
2805,170887.57729012988
2806,245133.4899011025
2807,163982.8721479569
2808,161498.2488036725
2809,122830.64689195913
2810,199216.05840534435
2811,209114.25763025857
2812,182655.3469845989
2813,280946.9769646202
2814,281059.3040102565
2815,253580.4341047091
2816,261805.79996005353
2817,187982.05827813872
2818,217344.29424037307
2819,257406.23016537403
2820,180884.33007708058
2821,285617.94179151376
2822,267049.39076006255
2823,179914.6799139289
2824,168460.2115973056
2825,255995.90296432714
2826,109326.46920253182
2827,176397.29256776086
2828,346582.24471022293
2829,292553.29912966106
2830,164314.06270483256
2831,234433.53015725408
2832,150578.3314641222
2833,167214.11047437237
2834,169769.62402136464
2835,175020.72295945245
2836,304016.98812544934
2837,142661.94980937056
2838,205047.55920476507
2839,398150.16608170787
2840,160552.03257334992
2841,156468.10724452062
2842,323174.1782165702
2843,150943.72453709002
2844,275644.45310562017
2845,120946.48288580222
2846,163791.57316692642
2847,191564.481714482
2848,274474.49570648634
2849,144218.58271473672
2850,118947.51991305043
2851,200878.43875409703
2852,234468.3361875485
2853,177083.86792898647
2854,344425.50046581024
2855,253936.45178669706
2856,204019.42443312414
2857,166028.96443846295
2858,181785.01847547854
2859,213321.2288199639
2860,148306.97315974545
2861,220356.39317552763
2862,182122.02396141208
2863,175002.48219124827
2864,371107.66955507995
2865,339383.9398373482
2866,147344.33416207362
2867,406680.6278121514
2868,172248.52908064422
2869,67320.93045016691
2870,260127.01036233504
2871,213351.46532016725
2872,131058.99412563947
2873,196269.03071304175
2874,218569.79552210792
2875,368024.1486347695
2876,149748.05989741645
2877,187963.33476290628
2878,202136.45668421264
2879,203907.338538069
2880,352326.05961072934
2881,276270.31237835373
2882,437741.45009790757
2883,114907.87564890481
2884,109742.51180086617
2885,320059.3648383855
2886,297668.3579086535
2887,127098.17748875452
2888,239457.54636284473
2889,179015.0981342042
2890,264605.03651007405
2891,143101.54330182317
2892,425728.40796455264
2893,208485.86711941217
2894,215601.588512619
2895,219801.68426834763
2896,245597.18425508792
2897,251639.16776753176
2898,302579.36426775384
2899,217143.39329679005
2900,187167.61851207752
2901,204468.6535906386
2902,225850.5979288322
2903,368789.32625896035
2904,224541.39751791465
2905,211907.60045237668
2906,196278.99811935102
2907,163864.340832908
2908,222719.96172558027
2909,139789.15067617066
2910,173202.8204639879
2911,169022.58953046508
2912,226846.66005269007
2913,377832.8112189411
2914,242084.0529114905
2915,185265.92215818816
2916,179275.46585394323
2917,295300.72060233186
2918,418614.6541807901
2919,340711.1312869434
2920,223015.3059495111
2921,248964.3872660669
2922,473612.02099224366
2923,208984.0236745618
2924,232267.9083865878
2925,136445.5391005828
2926,176270.8937844218
2927,199664.60250853133
2928,307530.3047795684
2929,166710.95694101183
2930,192046.53501375194
2931,124357.28603206441
2932,286426.07858579786
2933,185295.46252864122
2934,138886.78565418257
2935,189755.28174181306
2936,164212.52144725862
2937,309134.5773529982
2938,278505.65065168095
2939,156683.8251582523
2940,201695.50034950487
2941,166254.0878604839
2942,210435.39351879634
2943,492910.4883561285
2944,177774.3339561147
2945,183640.154086793
2946,137967.50207578027
2947,136083.5691620444
2948,182875.4872789732
2949,216043.97850952586
2950,190141.5692427525
2951,125683.01657935287
2952,309329.15942494315
2953,128920.14111466985
2954,132467.83034371358
2955,187034.3631641108
2956,183056.35935075738
2957,266249.9889922128
2958,186991.92983141184
2959,230187.85429460544
2960,253220.91324346312
2961,235837.85607818645
2962,185178.19461945607
2963,102779.66039423605
2964,148675.57036133032
2965,209101.21812001718
2966,203176.06189423136
2967,142837.29150716605
2968,129115.04577185329
2969,279201.40178467205
2970,140246.3950481302
2971,148984.46318193962
2972,178842.56886144582
2973,113464.62978094215
2974,181652.00696928333
2975,203172.04879686492
2976,213811.10664680108
2977,187939.181285445
2978,167055.1900575191
2979,244979.84534279865
2980,243371.2716397539
2981,302232.65250902437
2982,128657.06244196469
2983,300331.8494062037
2984,184539.93911613713
2985,79948.11717059335
2986,185633.4463685732
2987,215615.0682601942
2988,114955.89422601018
2989,173694.10165119672
2990,290396.2615680893
2991,179974.39410604347
2992,140846.12418839717
2993,153996.2149767182
2994,286560.1556174129
2995,134230.36647917834
2996,152483.24803230097
2997,457255.98571398796
2998,277034.40672360343
2999,155179.2711663928
3000,231008.42486495018
3001,231340.41772372022
3002,463854.1745294251
3003,191781.00133789924
3004,262290.301345624
3005,173975.7113469391
3006,333209.86939180206
3007,471479.1323239785
3008,137810.34240537032
3009,173937.80290090895
3010,202510.89488431302
3011,260535.88383397914
3012,172036.94947370118
3013,142645.24822403968
3014,146315.70008851943
3015,173559.97753979146
3016,260187.28675675762
3017,118169.89872863071
3018,359850.17437270714
3019,117630.99164169334
3020,197732.96308629532
3021,315008.511001249
3022,183525.3704909539
3023,326289.8993608452
3024,400652.3411746903
3025,357104.12855660886
3026,332178.95393159054
3027,211334.5372433571
3028,374104.58212853706
3029,309424.36030451796
3030,167989.93533718985
3031,253083.79469985896
3032,215772.85971736943
3033,131619.13154380588
3034,216158.85687543376
3035,206029.00476775932
3036,160278.95532427065
3037,197133.96290788197
3038,292514.7529770963
3039,203759.16047488982
3040,90040.45769093191
3041,157401.43982026074
3042,95478.78333784331
3043,189086.6984675737
3044,385830.2858673686
3045,216162.7252648098
3046,188717.14665970084
3047,199882.76788539693
3048,228646.37176626507
3049,170201.25948368583
3050,205969.8971295885
3051,337058.1215583069
3052,154848.66183575086
3053,277661.0147912992
3054,175025.7096506892
3055,290566.7335685166
3056,123951.87908738418
3057,195151.46848187438
3058,114835.68200037381
3059,194349.0072129852
3060,152441.41271565438
3061,240732.9460218901
3062,150588.15001773485
3063,257482.3499704447
3064,165890.89460197033
3065,149449.51282954752
3066,203212.6107700362
3067,126233.8570042619
3068,134405.55942600904
3069,132174.01065006224
3070,108634.13572928966
3071,248549.6420562147
3072,219242.24211743582
3073,186580.8173875306
3074,291035.48399246
3075,234173.59459337642
3076,197963.4636087797
3077,309894.53524651425
3078,182214.40974896803
3079,268158.4979953458
3080,96011.3455009588
3081,175287.23564191358
3082,150266.62730561726
3083,234659.86937717823
3084,197609.6342386921
3085,199375.07143528928
3086,283194.9723076768
3087,410534.0545343063
3088,330457.4861005082
3089,152908.28803191046
3090,283052.9964242662
3091,184616.90204610556
3092,205089.33925692795
3093,117725.70510170049
3094,193270.7921900116
3095,317231.3222514711
3096,232051.05046249196
3097,231833.15868475646
3098,197469.7632826183
3099,195772.55561173765
3100,239353.175627557
3101,297235.1886500338
3102,150188.5213718603
3103,197731.9135350767
3104,251290.00428475355
3105,217326.43332707192
3106,183328.4106207797
3107,154103.04138918268
3108,211205.04510998868
3109,246940.82960533487
3110,190852.74823858443
3111,244153.60976781975
3112,174476.1708788595
3113,208328.90321610228
3114,172169.51721713983
3115,186458.63264970094
3116,344839.6880067639
3117,223130.85718740599
3118,168136.57448684663
3119,196698.95182716456
3120,186483.83958193738
3121,179826.0486293233
3122,95665.47742100619
3123,140348.4921514924
3124,206543.89953551543
3125,299721.03208711377
3126,181426.9385651579
3127,81695.68531149781
3128,170021.15432836485
3129,250154.30516451746
3130,148625.02701797406
3131,236876.6656775041
3132,332912.67628684663
3133,258423.38280194617
3134,284717.60875494336
3135,170694.58079577208
3136,219695.39346794528
3137,182090.81601692305
3138,171041.1469550248
3139,129962.3949546365
3140,123191.90478382794
3141,378193.70548005705
3142,263729.19267602963
3143,119008.08322356109
3144,199730.13641428
3145,392804.5818747989
3146,257882.8625580613
3147,348771.6609968494
3148,435376.9186316186
3149,247922.30548713054
3150,211064.4189140074
3151,152680.0472307267
3152,247417.39444623378
3153,213830.12876740098
3154,221849.71721328955
3155,240359.1923720629
3156,164327.4507477366
3157,150461.5896651651
3158,161714.9539542079
3159,233540.0048335014
3160,160873.1548638006
3161,163964.56538363558
3162,256252.59578227927
3163,205096.15268728154
3164,240433.91419779506
3165,184929.92391262122
3166,184204.16905437858
3167,67324.42124187485
3168,465324.19215574727
3169,370555.7778483189
3170,368502.6728902239
3171,189649.98214854463
3172,270097.86240660195
3173,259124.08435279335
3174,138429.60575641677
3175,148835.19931553662
3176,194350.6826635179
3177,259067.55571197986
3178,180137.44930747035
3179,141262.49694900095
3180,238876.35228933537
3181,243082.0802846708
3182,206123.79456076922
3183,465078.4028650576
3184,209668.0258245092
3185,250223.2982307116
3186,284451.18497686746
3187,138301.7530064719
3188,256604.8653099577
3189,152340.01805454714
3190,517461.8433716039
3191,396190.96229189506
3192,166956.65397470718
3193,205566.6934472847
3194,204270.74607320916
3195,241653.35715522338
3196,172036.78532180248
3197,164577.66600982516
3198,107958.08193026888
3199,190913.05067760218
3200,172752.7274152578
3201,86753.92211314412
3202,180477.49059751778
3203,166152.35823928277
3204,134073.34662838845
3205,130895.17073196609
3206,189313.8425406295
3207,345722.5231903321
3208,216228.15369772736
3209,168413.1845889188
3210,189967.6446860511
3211,178116.27496305332
3212,419248.19392345333
3213,149041.63369176412
3214,220624.53733582358
3215,186057.8501547985
3216,188207.6758663429
3217,246590.3907901122
3218,122927.846750076
3219,181299.36941718752
3220,169057.45120488864
3221,202731.16794692562
3222,148641.4372523661
3223,256170.5048206779
3224,353129.62287782365
3225,184527.4208700617
3226,181057.21731682174
3227,131240.81059662867
3228,424243.069957394
3229,137282.3445948056
3230,164696.4596501276
3231,326046.32967134623
3232,146593.18817999403
3233,191592.97423169026
3234,177204.60627295473
3235,135232.01230837216
3236,191001.67148673336
3237,294562.83619301586
3238,485375.2350252874
3239,195406.81149189002
3240,240878.21117397535
3241,156147.2982626128
3242,211514.69308988308
3243,172364.82179737065
3244,198316.545847367
3245,198244.29463333703
3246,211097.1634853848
3247,176033.53129551385
3248,212207.20933953757
3249,204892.8504019952
3250,251849.5625195101
3251,173607.22413113964
3252,408646.9478533849
3253,188249.17021656252
3254,255461.47560650067
3255,306635.4636670633
3256,115293.98633041262
3257,176460.8311862509
3258,319898.6732689473
3259,172028.28990536692
3260,389757.91751857614
3261,85893.35768902287
3262,386034.4399615323
3263,187642.13455349207
3264,240814.12986940044
3265,295012.289351877
3266,431264.6032937968
3267,180774.60598983767
3268,318351.1025056603
3269,186344.0453996124
3270,152033.0839325034
3271,173743.48409586423
3272,267249.78873288736
3273,205943.59119210363
3274,358358.3133526024
3275,177915.11733516888
3276,225658.83937969722
3277,480905.4802246801
3278,157317.8818537816
3279,238328.7365082597
3280,202394.28519657184
3281,135358.57143280853
3282,208903.2489169993
3283,346893.2173898154
3284,129377.26851811193
3285,130501.4841686929
3286,162358.81942430075
3287,149680.46148500787
3288,224752.54758460846
3289,233681.5930245416
3290,146713.61377561706
3291,145664.68338298242
3292,186435.61898903025
3293,169996.89209170613
3294,139830.64665749442
3295,140057.5608151491
3296,257426.46518868915
3297,182214.8660620347
3298,216508.37708700265
3299,288506.6820216408
3300,170979.81626429898
3301,176238.02115479182
3302,406157.9967335559
3303,173548.1591210289
3304,183967.02834929863
3305,313099.07377618883
3306,212400.7365371656
3307,210322.80158660802
3308,162883.11885914233
3309,147477.9680999881
3310,145868.9322254614
3311,307571.0093817168
3312,306950.05719035515
3313,255631.75629738567
3314,276955.68344228785
3315,349772.7345161948
3316,414516.8256646075
3317,204657.75378647406
3318,115394.04674285726
3319,181222.77887152933
3320,215729.9138330425
3321,217359.2114175017
3322,162105.45213296692
3323,105538.20802904617
3324,222255.33981997482
3325,380994.0418242653
3326,278018.2946288066
3327,465870.54779957386
3328,183809.31843099985
3329,192444.6616805134
3330,208568.10526485395
3331,419267.4909854127
3332,179096.54453014839
3333,273856.3809944493
3334,235965.5310426369
3335,195355.39744336798
3336,198440.43692524955
3337,122229.97971050495
3338,189863.5108278918
3339,185599.20694378187
3340,272989.9506902409
3341,205408.47929813075
3342,176086.0136605814
3343,219150.13374793346
3344,192884.5677423388
3345,145287.74430001577
3346,182875.38594347076
3347,202281.02279878996
3348,491068.76867865084
3349,288261.62320973026
3350,307484.40136989055
3351,139014.82768844004
3352,157537.64297928126
3353,374413.7251228216
3354,199726.75045560193
3355,374559.09441204014
3356,126954.04131378059
3357,210172.3286951893
3358,248693.7508363436
3359,271314.3133208778
3360,291063.3473944331
3361,170808.45657475546
3362,369902.1312788137
3363,137891.80954752833
3364,155080.2466339329
3365,189031.54355936628
3366,231521.06661127816
3367,265318.0377114068
3368,263171.5263446681
3369,235603.59398555092
3370,177279.23205416664
3371,195244.639300012
3372,341175.0506496526
3373,169953.49235412
3374,130214.28377231484
3375,81939.98867478817
3376,196121.79924977606
3377,212978.40216095577
3378,199839.84071500678
3379,174611.64968278602
3380,188849.08887302168
3381,228271.44261619504
3382,141102.4860921734
3383,111667.70227789404
3384,165292.9735036145
3385,221614.84295774892
3386,163000.61571549633
3387,212994.61094626912
3388,210367.6874629384
3389,191000.05006172173
3390,212560.37264814603
3391,221006.1902204293
3392,258699.71273763455
3393,127354.65546578847
3394,175778.86298570823
3395,115162.03332921721
3396,155789.8711527997
3397,255475.65306595288
3398,230063.9278364388
3399,201661.92977631456
3400,350951.85663522274
3401,168335.3825509828
3402,206285.89645777777
3403,179330.36124633998
3404,178377.8372903264
3405,158920.96969441808
3406,440800.1446153094
3407,151206.39102996376
3408,224242.68369203748
3409,125158.02294276176
3410,206352.8205704879
3411,136008.1600745167
3412,180154.63251787814
3413,211293.14622507687
3414,251823.53186263161
3415,246864.77644145594
3416,215685.40162965577
3417,174947.962934561
3418,172202.71378766358
3419,183000.567014709
3420,106499.898867781
3421,264279.3954594296
3422,317596.8144103352
3423,218143.1714066571
3424,197324.91786129013
3425,165621.79215580627
3426,180052.9959934227
3427,158838.9214741338
3428,213362.89650747436
3429,255819.56243461787
3430,144038.53220601066
3431,239792.24667158487
3432,178138.39750813865
3433,221133.15577063113
3434,148695.73351992448
3435,199875.02705237785
3436,258201.12315779008
3437,218041.65859724444
3438,240383.38801496846
3439,219057.77429714773
3440,207311.35459608573
3441,256226.24260899983
3442,186106.54121511354
3443,151821.27016603283
3444,160695.44485337692
3445,115588.7578500204
3446,415383.5859512275
3447,139732.52864957805
3448,191147.19700865835
3449,130370.68277437071
3450,154309.41396613084
3451,215326.9171144103
3452,203384.3221711373
3453,422093.05503672326
3454,163806.38831644563
3455,210909.32505040764
3456,192692.07414133556
3457,155005.07147365887
3458,164476.3413504326
3459,96522.476341032
3460,180389.3325509781
3461,178458.19898351934
3462,218569.55258828224
3463,242335.39061389267
3464,181627.62192438298
3465,173591.62375209454
3466,131881.01995041675
3467,199540.41963642213
3468,183437.9848994324
3469,392739.18557061994
3470,178732.02310299705
3471,323511.5788586124
3472,176020.29291526333
3473,129925.86649831753
3474,376198.85031939886
3475,240722.49238591667
3476,206198.87362571273
3477,268277.36683228123
3478,282559.13588286476
3479,241527.05123939607
3480,146959.19692637978
3481,148184.06939966147
3482,171122.64535928256
3483,265140.1089914003
3484,180157.22672142577
3485,107453.05650119597
3486,210064.19773552724
3487,172425.1061694894
3488,172162.26467035656
3489,205661.85604016195
3490,134563.53021184012
3491,213202.91253775288
3492,184500.87772671797
3493,219437.5392483442
3494,174761.46933545306
3495,123837.82072432159
3496,198527.30570467332
3497,181902.56643821872
3498,180413.4481966332
3499,183787.3651251842
3500,265312.3457848802
3501,137312.8627896454
3502,169770.39402742748
3503,227209.15315447017
3504,173720.94147766478
3505,178913.3240466581
3506,145809.99364865466
3507,115923.76773497176
3508,227678.57504352293
3509,276990.6065350215
3510,169000.14120773628
3511,192040.77025762878
3512,175138.0687822605
3513,234797.4309230479
3514,252370.66719330644
3515,173152.4906462339
3516,133941.43194860814
3517,215714.07154911722
3518,183157.38734586953
3519,167642.22492861227
3520,195982.10036115424
3521,178559.47843790535
3522,175002.62732778632
3523,209491.80170193597
3524,168951.87114937807
3525,178822.4326553039
3526,198445.93367772907
3527,159038.03588511853
3528,176993.15502327002
3529,309802.19752644084
3530,188210.27536310212
3531,197224.26827481829
3532,297122.12786500173
3533,183637.5411590255
3534,209127.80204593512
3535,178415.27347106417
3536,250102.15685605913
3537,333495.0093162226
3538,277780.7999383015
3539,263860.7342515071
3540,106633.2039439841
3541,256608.06025660626
3542,156413.76035265435
3543,386141.01072798314
3544,177171.14672019734
3545,272715.44295240304
3546,147794.82206991094
3547,252920.75949574466
3548,426381.2571348498
3549,101674.73060867631
3550,240540.58655332
3551,191395.36099527605
3552,158283.55936403913
3553,205795.6569286433
3554,197649.55872469637
3555,171478.51642362057
3556,315240.9067350317
3557,252134.13942719193
3558,514816.58598869684
3559,107066.88352110428
3560,227820.01231860713
3561,196963.42075063763
3562,208694.6687364965
3563,201467.07381588727
3564,80540.50861859204
3565,146805.13355489547
3566,194595.36088263988
3567,207772.86006743798
3568,221745.9884863545
3569,124060.80097881044
3570,174977.95502576968
3571,271456.23525234306
3572,315174.83872419246
3573,231177.4079031779
3574,162839.9550906649
3575,291985.5053523857
3576,229153.1994784736
3577,169446.71153888397
3578,182997.7041169241
3579,382137.94086999306
3580,205053.26276600198
3581,180860.74284815937
3582,118482.87795548074
3583,256964.21317406363
3584,221787.28392553865
3585,228017.56712105605
3586,150192.36825215138
3587,280029.4442935178
3588,349855.2419975973
3589,151553.31454863847
3590,192167.52184779584
3591,183906.0236949105
3592,261711.22815888526
3593,179023.04726958394
3594,218723.5103209628
3595,138721.50794176463
3596,413616.6869312357
3597,266656.3290816996
3598,190243.37509894333
3599,257893.21757340812
3600,353078.69778983825
3601,218706.66924372542
3602,132654.03668018393
3603,306212.63179715147
3604,179646.95611312956
3605,143404.75824965
3606,184759.7349055983
3607,149906.07365798322
3608,102220.7705298048
3609,151207.19365540936
3610,171579.25160334553
3611,153536.17138982637
3612,174303.74333003775
3613,177231.22487654153
3614,289607.2147408492
3615,142713.33396100946
3616,147069.8904603049
3617,223379.70362327612
3618,239004.3692143407
3619,215236.69282821578
3620,127364.56191125028
3621,215091.49996325775
3622,186247.0708555207
3623,287629.60040640825
3624,253222.34227499823
3625,170538.56364803857
3626,227303.18904768513
3627,259737.60102645226
3628,236112.9634589143
3629,182331.7824539864
3630,240070.83724034036
3631,192983.2709995053
3632,249231.1965403968
3633,300647.2607406704
3634,209835.61653586393
3635,208113.62759200964
3636,224842.089210082
3637,122614.4923059525
3638,156857.13091572942
3639,307909.80298049154
3640,188183.54899978114
3641,216755.63437095404
3642,156510.25126485754
3643,111425.26779410182
3644,225770.699475518
3645,195160.55525470254
3646,314096.32283782883
3647,154684.58503393046
3648,227827.55063972351
3649,130409.65046975232
3650,181750.00473436722
3651,209356.2132049779
3652,163213.26205158836
3653,324903.02509067603
3654,378109.34188580915
3655,182041.9811587544
3656,219111.11129791266
3657,213382.21393538534
3658,87268.09203309126
3659,247338.45654289334
3660,370089.03269994154
3661,213093.1615221363
3662,175055.10788984317
3663,137462.45198757964
3664,308970.33767450147
3665,217542.3299847517
3666,162660.6065840311
3667,255288.68599923927
3668,200023.81480056208
3669,223212.1617386587
3670,246388.0018530715
3671,190927.26119325534
3672,220584.52198064778
3673,213359.87014574508
3674,127784.78743169131
3675,248972.51889355824
3676,158070.3140921627
3677,178437.44430635573
3678,273572.52065060625
3679,189182.47569520483
3680,134612.60612391747
3681,150708.85897561666
3682,210919.3788411293
3683,212094.79776314198
3684,212610.9275003585
3685,298832.6628243107
3686,170972.44236939994
3687,215831.8698732668
3688,280227.69044436095
3689,192070.9168923646
3690,174887.95033793992
3691,176927.62242266687
3692,150382.65295420465
3693,295524.9419748165
3694,488328.6028917201
3695,126192.52547142706
3696,208876.8259053889
3697,201800.595031977
3698,329422.2199878722
3699,235033.57711661098
3700,416464.60636792966
3701,297678.64741285646
3702,197224.1910024422
3703,401960.68101726944
3704,301371.5626557868
3705,422933.9925774648
3706,123866.15096970441
3707,161422.83476892282
3708,147731.52255621148
3709,153640.70678534813
3710,340421.42896427977
3711,213494.5575284677
3712,189799.5180478236
3713,230691.68677436002
3714,201619.57915268643
3715,167268.26304042776
3716,133470.5277285076
3717,179193.44226785182
3718,140468.93185639175
3719,387896.0923825084
3720,198543.89203792822
3721,211947.9106219469
3722,345215.575758614
3723,316222.7130317055
3724,118844.26636902345
3725,207479.41962206838
3726,107899.6466206741
3727,187033.93079588926
3728,161913.02715664625
3729,147365.98914388818
3730,383108.23708965606
3731,169939.76835946317
3732,160596.35582058306
3733,245650.6934634675
3734,140882.22065118907
3735,152991.00691406694
3736,211150.76704036334
3737,86221.96709117018
3738,124414.46128619097
3739,152227.3225916807
3740,401673.6537437395
3741,169309.10510997043
3742,269561.22441000177
3743,149869.97582125996
3744,172087.87262151856
3745,295482.89930309355
3746,199698.20768622094
3747,80882.45764650793
3748,296941.9891136494
3749,128709.28009158041
3750,184956.46440695476
3751,90230.82755048832
3752,206153.64905563658
3753,141129.27909821513
3754,148678.29879151552
3755,146576.21244182147
3756,196024.23725234682
3757,141642.15850494464
3758,189186.93148990418
3759,186154.92480247433
3760,182826.81089543726
3761,193475.51591414763
3762,182854.7939560992
3763,363748.8112833672
3764,224728.37107600964
3765,175987.15506309413
3766,263020.5403546979
3767,167449.1705303149
3768,178909.572052817
3769,155437.10913165275
3770,273074.3452107423
3771,176568.04942767625
3772,176162.72617490153
3773,150795.956046909
3774,246790.70013234243
3775,307492.9510817507
3776,235326.67228074747
3777,343742.5994263928
3778,228612.47559220606
3779,141858.74742501508
3780,203193.5451934271
3781,167012.2796151276
3782,164133.37003338954
3783,332716.45505492843
3784,170537.3807801551
3785,409362.5069877368
3786,165569.86390084244
3787,210119.4466405383
3788,121805.61333200766
3789,196047.88945197524
3790,127678.45461633083
3791,237280.40263257135
3792,405983.52761563746
3793,262089.55743649683
3794,148851.8446067423
3795,329662.6464653473
3796,184257.02899961322
3797,230207.44448475662
3798,165809.0061790959
3799,249739.18715618097
3800,389169.45273574477
3801,177220.94404277034
3802,242250.43276388268
3803,191490.53039729688
3804,136933.4625820096
3805,157397.61565737915
3806,196037.058542886
3807,380365.4322631587
3808,353946.3082744229
3809,343016.6754330057
3810,128485.2131602594
3811,240225.94460218417
3812,161561.8430882785
3813,384151.64888674417
3814,184388.13425173634
3815,212026.3326950204
3816,232652.34386697918
3817,266332.4713405397
3818,192555.80645966818
3819,176003.33277020656
3820,205521.9663003193
3821,225895.45597550384
3822,290704.84125637537
3823,201885.95689023525
3824,385261.4703594903
3825,159075.1788858614
3826,205268.01977721442
3827,146006.67168834928
3828,124038.74741409153
3829,140515.43381920105
3830,204143.76439674865
3831,177335.7094544709
3832,331716.5703836818
3833,192379.28322895675
3834,272820.2304072182
3835,175781.92115820316
3836,187962.26525129194
3837,313287.3428872001
3838,181516.18386197332
3839,141490.16587067352
3840,153829.70889090735
3841,178074.5901404913
3842,179436.1545314805
3843,193163.08852548077
3844,178875.39468217615
3845,169121.28695995707
3846,219989.64408532667
3847,167065.85241712964
3848,173076.74981230692
3849,160941.74993978522
3850,209567.25632461242
3851,184503.70387544058
3852,170572.12765767807
3853,258457.38354217523
3854,179075.27357866656
3855,246622.85086854984
3856,123079.73025323279
3857,160820.19554507383
3858,312430.3196243111
3859,281167.7753078026
3860,174080.22448536626
3861,209478.4109459488
3862,377473.1758909452
3863,223821.2071334143
3864,183004.17429852815
3865,192089.29104765542
3866,478570.3233016272
3867,177719.97680835123
3868,167675.41724585474
3869,182575.55725755848
3870,140971.62334021993
3871,201729.58540643926
3872,437154.9627756668
3873,293510.50517884886
3874,198099.55086647684
3875,315231.8499086026
3876,150750.39227291453
3877,162934.3224529858
3878,145857.7661126631
3879,165672.526804219
3880,171175.57289619755
3881,156965.25255196032
3882,142796.33637644563
3883,136520.25439839566
3884,313760.9776632283
3885,168395.03926845282
3886,294347.8368335336
3887,256188.02288399695
3888,234955.6011787653
3889,131870.41894077705
3890,128750.10392422856
3891,153731.64669383195
3892,231396.25299028933
3893,385569.44378176064
3894,182308.07018483893
3895,188869.58250379708
3896,325556.01124878065
3897,152153.4134247078
3898,236292.47403698985
3899,115758.11765787439
3900,126385.37422094194
3901,191383.80812414933
3902,232957.97433345777
3903,247218.20707764933
3904,255266.7779944157
3905,76766.93757789684
3906,165280.30758918187
3907,178702.15272495977
3908,319866.71846866404
3909,183144.0670377589
3910,169250.189557793
3911,288459.91904093034
3912,161895.95210402986
3913,172912.89799310538
3914,176937.93139282934
3915,181619.5638697072
3916,235473.36555154665
